yearcombine,idplayer,namefirst,namelast,nameplayer,slugposition,heightwoshoesinches,heightwoshoes,weightlbs,wingspaninches,wingspan,reachstandinginches,reachstandingo,verticalleapstandinginches,verticalleapmaxinches,timelaneagility,timethreequartercourtsprint,repsbenchpress135
2003,2399,Mike,Dunleavy,Mike Dunleavy,SF,80.0,6' 8'',230.0,81.0,6' 9'',106.0,8' 10'',24.5,29.0,11.55,3.3,11.0
2003,12045,Teddy,Dupay,Teddy Dupay,PG,69.5,5' 9.5'',178.0,70.75,5' 10.75'',90.5,7' 6.5'',28.0,33.0,10.53,3.19,16.0
2003,2451,Corsley,Edwards,Corsley Edwards,PF,79.25,6' 7.25'',285.0,82.75,6' 10.75'',106.5,8' 10.5'',28.5,33.0,12.18,3.31,12.0
2003,12046,Andy,Ellis,Andy Ellis,PF,81.25,6' 9.25'',220.0,82.25,6' 10.25'',102.0,8' 6'',32.0,35.5,11.69,3.34,6.0
2003,2408,Melvin,Ely,Melvin Ely,PF,81.0,6' 9'',240.0,88.0,7' 4'',111.0,9' 3'',26.0,29.0,11.96,3.35,7.0
2003,2501,Reggie,Evans,Reggie Evans,PF,79.5,6' 7.5'',250.0,86.5,7' 2.5'',107.5,8' 11.5'',26.0,29.5,12.73,3.26,15.0
2003,12047,Peter,Fehse,Peter Fehse,PF-C,82.0,6' 10'',220.0,84.5,7' 0.5'',109.0,9' 1'',,,,,
2003,2400,Drew,Gooden,Drew Gooden,PF,80.75,6' 8.75'',227.0,84.5,7' 0.5'',106.5,8' 10.5'',29.0,33.0,11.81,3.19,13.0
2003,12066,David,Graves,David Graves,SG,76.5,6' 4.5'',212.0,79.0,6' 7'',101.0,8' 5'',26.0,29.5,11.2,3.27,8.0
2003,2696,Lynn,Greer,Lynn Greer,PG,72.25,6' 0.25'',170.0,73.0,6' 1'',94.5,7' 10.5'',29.5,36.5,11.24,3.16,12.0
2003,12067,Rod,Grizzard,Rod Grizzard,SF-SG,78.0,6' 6'',193.0,84.0,7' 0'',107.0,8' 11'',,,,,6.0
2003,101219,Anthony,Grundy,Anthony Grundy,PG-SG,72.75,6' 0.75'',167.0,79.75,6' 7.75'',99.0,8' 3'',27.5,32.0,11.1,3.39,0.0
2003,2409,Marcus,Haislip,Marcus Haislip,PF,80.5,6' 8.5'',221.0,84.0,7' 0'',107.0,8' 11'',33.5,36.5,11.35,3.21,8.0
2003,12068,Damon,Hancock,Damon Hancock,SG-PG,74.75,6' 2.75'',203.0,78.0,6' 6'',99.5,8' 3.5'',32.0,35.0,11.62,3.03,15.0
2003,12069,Greg,Harrington,Greg Harrington,PG,73.0,6' 1'',183.0,75.75,6' 3.75'',97.0,8' 1'',28.5,34.0,12.06,3.32,15.0
2003,2617,Udonis,Haslem,Udonis Haslem,PF,79.75,6' 7.75'',250.0,83.0,6' 11'',107.0,8' 11'',28.5,33.5,11.8,3.31,22.0
2003,12070,Cordell,Henry,Cordell Henry,PG,68.0,5' 8'',155.0,73.0,6' 1'',92.0,7' 8'',33.0,37.5,11.3,3.04,1.0
2003,2450,Randy,Holcomb,Randy Holcomb,SF-PF,79.0,6' 7'',225.0,85.0,7' 1'',105.0,8' 9'',29.5,35.5,12.85,3.22,15.0
2003,2415,Ryan,Humphrey,Ryan Humphrey,PF-SF,78.0,6' 6'',223.0,84.0,7' 0'',104.5,8' 8.5'',31.5,37.5,11.75,3.2,13.0
2003,2407,Jared,Jeffries,Jared Jeffries,PF,82.0,6' 10'',230.0,84.5,7' 0.5'',109.0,9' 1'',26.0,30.0,11.73,3.4,9.0
2003,12049,Jason,Jennings,Jason Jennings,C,83.25,6' 11.25'',249.0,91.0,7' 7'',111.0,9' 3'',29.0,32.0,11.92,3.62,8.0
2003,2495,Lonnie,Jones,Lonnie Jones,C-PF,82.25,6' 10.25'',230.0,86.25,7' 2.25'',112.0,9' 4'',30.5,31.5,11.8,3.33,15.0
2003,2410,Fred,Jones,Fred Jones,SG,74.25,6' 2.25'',218.0,84.0,7' 0'',100.0,8' 4'',33.5,37.5,11.12,3.13,
2003,2435,Mario,Kasun,Mario Kasun,C,83.75,6' 11.75'',260.0,83.5,6' 11.5'',109.0,9' 1'',,,,,12.0
2003,12050,Sean,Kennedy,Sean Kennedy,PG,72.75,6' 0.75'',182.0,74.5,6' 2.5'',96.0,8' 0'',22.5,26.5,11.64,3.28,0.0
2003,12051,Kris,Lang,Kris Lang,C-PF,81.25,6' 9.25'',242.0,83.75,6' 11.75'',109.0,9' 1'',28.0,29.0,11.36,3.24,19.0
2003,12052,Muhammed,Lasege,Muhammed Lasege,C-PF,80.75,6' 8.75'',228.0,86.0,7' 2'',108.5,9' 0.5'',27.5,30.0,12.96,3.29,18.0
2003,12053,Steve,Logan,Steve Logan,PG,70.0,5' 10'',207.0,71.75,5' 11.75'',92.5,7' 8.5'',,,,,11.0
2003,2677,Kevin,Lyde,Kevin Lyde,C-PF,80.75,6' 8.75'',278.0,86.0,7' 2'',109.5,9' 1.5'',27.5,30.5,12.97,3.36,13.0
2003,2432,Tito,Maddox,Tito Maddox,PG,75.0,6' 3'',200.0,77.0,6' 5'',99.0,8' 3'',27.0,32.5,12.2,3.24,0.0
2003,12054,Kei,Madison,Kei Madison,SF,79.75,6' 7.75'',216.0,84.5,7' 0.5'',107.0,8' 11'',27.5,34.5,11.74,3.22,6.0
2003,-1,Chris,Massie,Chris Massie,PF,78.25,6' 6.25'',248.0,84.0,7' 0'',107.0,8' 11'',,,,,
2003,12055,Immanuel,McElroy,Immanuel McElroy,SG,74.25,6' 2.25'',191.0,78.5,6' 6.5'',100.0,8' 4'',,,,,9.0
2003,12056,Aaron,McGhee,Aaron McGhee,PF-SF,79.0,6' 7'',255.0,82.0,6' 10'',105.5,8' 9.5'',26.0,28.5,12.24,,
2003,12057,Elvin,Mims,Elvin Mims,SF-SG,76.25,6' 4.25'',211.0,85.5,7' 1.5'',105.5,8' 9.5'',32.0,38.0,11.17,3.22,7.0
2003,12058,Byron,Mouton,Byron Mouton,SG-SF,76.5,6' 4.5'',213.0,82.25,6' 10.25'',102.0,8' 6'',24.0,30.0,11.84,3.1,7.0
2003,2436,Ronald,Murray,Ronald Murray,SG,75.0,6' 3'',197.0,79.5,6' 7.5'',100.5,8' 4.5'',31.0,36.5,11.13,3.16,9.0
2003,12059,Uche,Okafor,Uche Okafor,PF-C,81.0,6' 9'',229.0,89.5,7' 5.5'',112.0,9' 4'',24.5,25.0,14.45,3.34,10.0
2003,2442,Chris,Owens,Chris Owens,PF-SF,79.0,6' 7'',237.0,83.5,6' 11.5'',104.0,8' 8'',,,,,10.0
2003,2457,Jannero,Pargo,Jannero Pargo,PG,72.25,6' 0.25'',168.0,74.5,6' 2.5'',96.0,8' 0'',25.5,29.5,11.11,3.2,5.0
2003,2470,Smush,Parker,Smush Parker,PG-SG,74.5,6' 2.5'',179.0,82.0,6' 10'',107.5,8' 11.5'',21.0,28.5,12.3,3.26,1.0
2003,2458,Luke,Recker,Luke Recker,SG-SF,76.75,6' 4.75'',198.0,79.0,6' 7'',101.0,8' 5'',25.5,31.0,10.78,3.27,13.0
2003,12061,Rolan,Roberts,Rolan Roberts,PF,77.75,6' 5.75'',241.0,85.0,7' 1'',105.5,8' 9.5'',32.5,37.5,11.36,3.33,16.0
2003,12062,Travis,Robinson,Travis Robinson,SF,77.25,6' 5.25'',211.0,82.5,6' 10.5'',104.5,8' 8.5'',26.0,33.0,11.96,3.43,3.0
2003,2416,Kareem,Rush,Kareem Rush,SG-SF,76.75,6' 4.75'',199.0,81.75,6' 9.75'',103.5,8' 7.5'',26.0,30.0,11.86,3.22,15.0
2003,12063,Brooks,Sales,Brooks Sales,PF-C,81.0,6' 9'',232.0,82.0,6' 10'',108.0,9' 0'',26.0,29.5,11.05,3.29,13.0
2003,2422,John,Salmons,John Salmons,SF-SG,77.5,6' 5.5'',207.0,82.25,6' 10.25'',104.0,8' 8'',30.5,34.5,11.35,3.25,12.0
2003,2453,Predrag,Savovic,Predrag Savovic,SG,76.75,6' 4.75'',212.0,79.0,6' 7'',102.0,8' 6'',22.5,28.5,10.94,3.38,13.0
2003,201324,Julian,Sensley,Julian Sensley,PF-SF,79.0,6' 7'',228.0,83.5,6' 11.5'',105.5,8' 9.5'',27.5,31.5,11.85,3.32,8.0
2003,12064,Israel,Sheinfeld,Israel Sheinfeld,PF-C,80.25,6' 8.25'',239.0,81.75,6' 9.75'',106.5,8' 10.5'',,,,,8.0
2003,12065,Preston,Shumpert,Preston Shumpert,SF,78.0,6' 6'',197.0,80.5,6' 8.5'',103.5,8' 7.5'',28.5,29.0,11.03,3.24,9.0
2003,2447,Tamar,Slay,Tamar Slay,SF,78.75,6' 6.75'',203.0,83.5,6' 11.5'',104.0,8' 8'',32.5,38.0,10.94,3.09,11.0
2003,2443,Darius,Songaila,Darius Songaila,PF,80.0,6' 8'',240.0,85.0,7' 1'',108.5,9' 0.5'',24.5,29.5,11.69,3.52,8.0
2003,2405,Amar'e,Stoudemire,Amar'e Stoudemire,PF,80.5,6' 8.5'',233.0,85.75,7' 1.75'',108.5,9' 0.5'',32.0,35.5,11.19,3.25,12.0
2003,2445,Marcus,Taylor,Marcus Taylor,PG,73.0,6' 1'',181.0,76.5,6' 4.5'',98.5,8' 2.5'',27.5,33.5,11.25,3.31,4.0
2003,12297,Jobey,Thomas,Jobey Thomas,SG,74.75,6' 2.75'',183.0,77.75,6' 5.75'',99.5,8' 3.5'',26.0,32.0,11.46,3.3,13.0
2003,2402,Dajuan,Wagner,Dajuan Wagner,PG-SG,72.75,6' 0.75'',193.0,74.0,6' 2'',99.0,8' 3'',28.0,35.0,12.03,3.22,16.0
2003,2404,Chris,Wilcox,Chris Wilcox,PF-C,80.25,6' 8.25'',218.0,85.0,7' 1'',107.5,8' 11.5'',31.0,34.5,11.43,3.16,20.0
2003,2421,Frank,Williams,Frank Williams,PG,73.5,6' 1.5'',212.0,80.0,6' 8'',100.5,8' 4.5'',26.0,31.0,11.73,3.29,
2003,2398,Jay,Williams,Jay Williams,PG,72.25,6' 0.25'',197.0,75.5,6' 3.5'',97.0,8' 1'',28.5,36.0,10.34,3.09,10.0
2003,2465,George,Williams,George Williams,PF-SF,77.75,6' 5.75'',214.0,84.5,7' 0.5'',103.0,8' 7'',33.5,39.0,11.21,3.24,11.0
2003,2417,Qyntel,Woods,Qyntel Woods,SF-SG,79.0,6' 7'',213.0,82.0,6' 10'',105.0,8' 9'',33.5,34.5,11.94,3.23,2.0
2003,2428,Vincent,Yarbrough,Vincent Yarbrough,SF,77.5,6' 5.5'',202.0,84.5,7' 0.5'',104.5,8' 8.5'',30.0,34.0,11.7,3.32,10.0
2004,200995,Aloysius,Anagonye,Aloysius Anagonye,PF,78.75,6' 6.75'',257.0,86.5,7' 2.5'',106.0,8' 10'',31.0,34.5,12.93,3.3,6.0
2004,12072,Rick,Anderson,Rick Anderson,SF-PF,80.25,6' 8.25'',216.0,83.0,6' 11'',106.5,8' 10.5'',26.0,30.5,11.23,3.4,6.0
2004,2546,Carmelo,Anthony,Carmelo Anthony,SF,78.25,6' 6.25'',233.0,84.0,7' 0'',105.5,8' 9.5'',30.5,33.5,11.4,3.15,7.0
2004,2602,Jerome,Beasley,Jerome Beasley,SF-PF,81.0,6' 9'',237.0,84.5,7' 0.5'',107.0,8' 11'',27.0,32.0,11.36,3.25,10.0
2004,2559,Troy,Bell,Troy Bell,PG,72.25,6' 0.25'',178.0,77.0,6' 5'',97.5,8' 1.5'',34.5,41.0,10.89,3.06,17.0
2004,12073,LaVell,Blanchard,LaVell Blanchard,SF,78.0,6' 6'',205.0,78.0,6' 6'',101.5,8' 5.5'',33.5,36.5,11.64,3.38,12.0
2004,2586,Keith,Bogans,Keith Bogans,SG,76.25,6' 4.25'',213.0,81.25,6' 9.25'',101.0,8' 5'',29.5,35.0,11.43,3.25,10.0
2004,2588,Matt,Bonner,Matt Bonner,PF-SF,80.5,6' 8.5'',242.0,80.75,6' 8.75'',105.5,8' 9.5'',27.0,32.0,11.52,3.32,20.0
2004,2547,Chris,Bosh,Chris Bosh,PF,82.25,6' 10.25'',225.0,87.5,7' 3.5'',109.0,9' 1'',30.5,33.0,11.8,3.3,9.0
2004,2651,Jermaine,Boyette,Jermaine Boyette,PG-SG,73.0,6' 1'',187.0,76.0,6' 4'',96.0,8' 0'',29.0,35.5,11.2,3.07,14.0
2004,12295,Souleymane,Camara,Souleymane Camara,PF-SF,81.75,6' 9.75'',211.0,86.25,7' 2.25'',109.0,9' 1'',28.5,34.5,11.51,3.2,2.0
2004,2679,Matt,Carroll,Matt Carroll,SG-SF,77.0,6' 5'',207.0,78.5,6' 6.5'',98.5,8' 2.5'',29.0,33.5,11.11,3.35,13.0
2004,2555,Nick,Collison,Nick Collison,PF,80.75,6' 8.75'',255.0,85.5,7' 1.5'',108.0,9' 0'',28.0,33.0,11.62,3.28,8.0
2004,2567,Brian,Cook,Brian Cook,PF-SF,81.5,6' 9.5'',234.0,86.0,7' 2'',109.0,9' 1'',25.0,29.0,11.87,3.45,6.0
2004,12074,Joel,Cornette,Joel Cornette,PF-SF,80.25,6' 8.25'',239.0,81.25,6' 9.25'',105.5,8' 9.5'',26.0,32.5,11.27,3.14,13.0
2004,2605,Marquis,Daniels,Marquis Daniels,SG-PG,77.25,6' 5.25'',198.0,82.0,6' 10'',103.5,8' 7.5'',30.5,35.0,11.62,3.25,6.0
2004,12075,Aleksander,Djuric,Aleksander Djuric,C-PF,82.0,6' 10'',253.0,84.0,7' 0'',108.0,9' 0'',23.5,27.5,11.97,3.65,3.0
2004,12076,Ruben,Douglas,Ruben Douglas,SG,75.5,6' 3.5'',193.0,79.25,6' 7.25'',100.5,8' 4.5'',28.5,35.0,11.95,3.27,9.0
2004,2648,Ronald,Dupree,Ronald Dupree,SF-SG,78.0,6' 6'',209.0,80.25,6' 8.25'',101.0,8' 5'',37.5,41.5,11.09,3.23,11.0
2004,2606,Carl,English,Carl English,SG-PG,76.0,6' 4'',201.0,77.25,6' 5.25'',98.5,8' 2.5'',28.0,34.0,11.77,3.32,11.0
2004,12077,Ebi,Ere,Ebi Ere,SG,75.5,6' 3.5'',210.0,82.5,6' 10.5'',102.0,8' 6'',29.5,33.5,11.38,3.16,
2004,12078,Marquis,Estill,Marquis Estill,PF-C,80.5,6' 8.5'',257.0,88.0,7' 4'',108.0,9' 0'',30.0,36.0,12.92,3.31,7.0
2004,2551,T.J.,Ford,T.J. Ford,PG,71.0,5' 11'',162.0,71.5,5' 11.5'',93.5,7' 9.5'',32.5,39.5,11.45,3.2,0.0
2004,12079,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',194.0,73.0,6' 1'',92.0,7' 8'',30.5,35.0,10.62,3.17,10.0
2004,2584,Willie,Green,Willie Green,SG-PG,74.5,6' 2.5'',201.0,79.25,6' 7.25'',100.0,8' 4'',28.5,28.5,11.86,3.19,13.0
2004,12080,Justin,Hamilton,Justin Hamilton,PG-SG,75.0,6' 3'',217.0,83.0,6' 11'',103.0,8' 7'',30.0,37.5,11.18,3.18,17.0
2004,2580,Travis,Hansen,Travis Hansen,SG,76.5,6' 4.5'',200.0,78.5,6' 6.5'',100.5,8' 4.5'',31.5,35.0,10.72,3.18,16.0
2004,12081,Trevor,Harvey,Trevor Harvey,C-PF,81.5,6' 9.5'',245.0,85.0,7' 1'',109.5,9' 1.5'',29.5,32.0,11.85,3.32,11.0
2004,2618,Marcus,Hatten,Marcus Hatten,PG,72.75,6' 0.75'',163.0,78.25,6' 6.25'',98.0,8' 2'',29.5,37.5,11.5,3.15,7.0
2004,2550,Kirk,Hinrich,Kirk Hinrich,PG-SG,74.75,6' 2.75'',186.0,78.0,6' 6'',98.5,8' 2.5'',29.0,33.5,10.98,3.1,10.0
2004,12082,Jerry,Holman,Jerry Holman,PF,80.75,6' 8.75'',232.0,87.25,7' 3.25'',109.5,9' 1.5'',33.0,37.5,11.54,3.24,11.0
2004,12083,Sam,Hoskin,Sam Hoskin,PF,79.25,6' 7.25'',261.0,82.75,6' 10.75'',107.5,8' 11.5'',,,,,24.0
2004,2572,Josh,Howard,Josh Howard,SF-SG,77.25,6' 5.25'',202.0,86.0,7' 2'',105.5,8' 9.5'',33.0,36.5,10.89,3.09,4.0
2004,2599,Brandon,Hunter,Brandon Hunter,PF,78.5,6' 6.5'',266.0,86.75,7' 2.75'',105.5,8' 9.5'',32.5,35.0,11.13,3.21,25.0
2004,12084,Sani,Ibrahim,Sani Ibrahim,C-PF,80.5,6' 8.5'',229.0,85.0,7' 1'',109.5,9' 1.5'',26.0,30.5,13.02,3.4,12.0
2004,12085,Michael,Ignerski,Michael Ignerski,PF-SF,81.5,6' 9.5'',232.0,82.75,6' 10.75'',107.0,8' 11'',26.5,33.0,11.21,3.13,10.0
2004,12086,Robert,Jackson,Robert Jackson,PF-C,79.75,6' 7.75'',254.0,84.0,7' 0'',107.5,8' 11.5'',23.5,26.0,11.26,3.25,15.0
2004,2544,LeBron,James,LeBron James,SF-SG,79.25,6' 7.25'',245.0,84.25,7' 0.25'',106.25,8' 10.25'',,,,,
2004,2639,Britton,Johnsen,Britton Johnsen,SF-PF,82.0,6' 10'',212.0,82.75,6' 10.75'',107.5,8' 11.5'',26.5,32.5,10.67,3.08,13.0
2004,2563,Dahntay,Jones,Dahntay Jones,SG-SF,76.75,6' 4.75'',214.0,81.0,6' 9'',102.5,8' 6.5'',30.0,39.5,10.91,3.11,
2004,2592,James,Jones,James Jones,SF,79.25,6' 7.25'',218.0,86.5,7' 2.5'',107.5,8' 11.5'',30.5,33.0,11.18,3.19,9.0
2004,2549,Chris,Kaman,Chris Kaman,C-PF,83.5,6' 11.5'',252.0,83.75,6' 11.75'',110.5,9' 2.5'',23.5,30.5,11.33,3.37,15.0
2004,2574,Jason,Kapono,Jason Kapono,SG-SF,78.5,6' 6.5'',215.0,78.5,6' 6.5'',102.0,8' 6'',23.5,30.0,11.04,3.38,8.0
2004,12087,Jason,Keep,Jason Keep,C-PF,81.75,6' 9.75'',270.0,84.5,7' 0.5'',106.5,8' 10.5'',29.5,34.0,11.18,3.3,27.0
2004,12088,Bernard,King,Bernard King,SG-PG,75.75,6' 3.75'',200.0,77.5,6' 5.5'',98.5,8' 2.5'',28.0,33.5,11.37,3.18,11.0
2004,2688,Brandin,Knight,Brandin Knight,PG,71.75,5' 11.75'',190.0,78.0,6' 6'',95.5,7' 11.5'',,,,,6.0
2004,2594,Kyle,Korver,Kyle Korver,SF,78.25,6' 6.25'',211.0,81.5,6' 9.5'',102.5,8' 6.5'',25.5,31.5,11.42,3.47,13.0
2004,2591,James,Lang,James Lang,C-PF,80.25,6' 8.25'',316.0,90.25,7' 6.25'',110.0,9' 2'',24.5,32.0,14.01,3.55,8.0
2004,12089,Donald,Little,Donald Little,PF-C,81.5,6' 9.5'',229.0,87.0,7' 3'',97.0,8' 1'',33.0,37.0,11.18,3.2,18.0
2004,2658,Chris,Marcus,Chris Marcus,C,84.0,7' 0'',334.0,92.0,7' 8'',114.0,9' 6'',,,,,12.0
2004,12090,Chris,Massie,Chris Massie,PF-C,78.5,6' 6.5'',259.0,85.0,7' 1'',106.5,8' 10.5'',26.5,33.0,12.48,3.22,13.0
2004,12091,Will,McDonald,Will McDonald,C-PF,81.5,6' 9.5'',258.0,87.5,7' 3.5'',109.5,9' 1.5'',25.0,32.5,11.83,3.42,17.0
2004,2545,Darko,Milicic,Darko Milicic,PF,83.5,6' 11.5'',250.0,89.0,7' 5'',111.5,9' 3.5'',26.5,32.5,11.3,3.36,13.0
2004,12092,Jeff,Newton,Jeff Newton,PF,80.0,6' 8'',199.0,85.0,7' 1'',106.0,8' 10'',27.5,34.0,11.18,3.23,9.0
2004,12093,Uche,Nsonwu-Amadi,Uche Nsonwu-Amadi,PF-C,79.75,6' 7.75'',246.0,87.75,7' 3.75'',106.5,8' 10.5'',27.5,29.0,11.83,3.25,21.0
2004,12094,Ugonna,Okyekwe,Ugonna Okyekwe,SF,79.25,6' 7.25'',228.0,87.0,7' 3'',109.0,9' 1'',32.0,36.5,11.43,3.2,8.0
2004,101248,Marlon,Parmer,Marlon Parmer,PG,72.75,6' 0.75'',184.0,75.5,6' 3.5'',97.0,8' 1'',28.0,32.0,,3.42,13.0
2004,12095,Stephane,Pelle,Stephane Pelle,PF-SF,79.0,6' 7'',246.0,86.0,7' 2'',107.0,8' 11'',28.5,33.0,11.37,3.27,17.0
2004,2632,Kirk,Penney,Kirk Penney,SG-SF,77.0,6' 5'',218.0,77.25,6' 5.25'',97.0,8' 1'',32.0,35.5,10.44,3.04,15.0
2004,2750,Pavel,Podkolzin,Pavel Podkolzin,C,87.5,7' 3.5'',303.0,89.75,7' 5.75'',116.0,9' 8'',19.5,22.5,13.4,3.8,5.0
2004,2694,Josh,Powell,Josh Powell,PF-SF,80.0,6' 8'',227.0,85.0,7' 1'',107.5,8' 11.5'',32.5,38.5,11.72,3.2,15.0
2004,12096,Hollis,Price,Hollis Price,PG-SG,71.5,5' 11.5'',165.0,76.5,6' 4.5'',94.5,7' 10.5'',27.5,33.0,10.72,3.25,1.0
2004,2557,Luke,Ridnour,Luke Ridnour,PG,73.0,6' 1'',167.0,75.0,6' 3'',95.5,7' 11.5'',26.0,32.5,11.0,3.28,0.0
2004,12097,Joe,Shipp,Joe Shipp,SG,76.0,6' 4'',224.0,82.0,6' 10'',103.0,8' 7'',29.0,34.5,11.75,3.2,17.0
2004,12098,Ron,Slay,Ron Slay,SF-PF,78.0,6' 6'',236.0,82.0,6' 10'',103.5,8' 7.5'',28.5,31.5,12.01,3.43,10.0
2004,2604,Theron,Smith,Theron Smith,PF-SF,78.5,6' 6.5'',234.0,82.25,6' 10.25'',104.5,8' 8.5'',28.5,32.0,10.99,3.1,25.0
2004,2596,Tommy,Smith,Tommy Smith,PF-SF,81.0,6' 9'',200.0,86.5,7' 2.5'',107.5,8' 11.5'',30.0,33.0,11.54,3.14,2.0
2004,12099,Marvin,Stone,Marvin Stone,C-PF,81.5,6' 9.5'',261.0,87.5,7' 3.5'',109.5,9' 1.5'',25.5,27.5,12.1,3.5,9.0
2004,2552,Michael,Sweetney,Michael Sweetney,PF,79.25,6' 7.25'',262.0,85.0,7' 1'',107.5,8' 11.5'',26.0,31.5,12.9,3.28,3.0
2004,2756,Sasha,Vujacic,Sasha Vujacic,PG-SG,77.5,6' 5.5'',193.0,77.5,6' 5.5'',101.0,8' 5'',,,,,0.0
2004,2548,Dwyane,Wade,Dwyane Wade,SG-SF,75.75,6' 3.75'',212.0,82.75,6' 10.75'',102.0,8' 6'',31.5,35.0,10.56,3.08,9.0
2004,12101,Wayne,Wallace,Wayne Wallace,PF,79.25,6' 7.25'',187.0,86.0,7' 2'',108.0,9' 0'',29.5,36.0,11.85,3.24,6.0
2004,2575,Luke,Walton,Luke Walton,SF-PF,79.75,6' 7.75'',235.0,80.5,6' 8.5'',104.0,8' 8'',28.0,,,,12.0
2004,2561,David,West,David West,PF-SF,80.25,6' 8.25'',226.0,88.25,7' 4.25'',108.25,9' 0.25'',28.5,31.5,12.18,3.43,11.0
2004,2590,Mo,Williams,Mo Williams,PG-SG,72.75,6' 0.75'',189.0,77.5,6' 5.5'',98.5,8' 2.5'',,,,,3.0
2004,12102,Wesley,Wilson,Wesley Wilson,C-PF,82.25,6' 10.25'',257.0,87.0,7' 3'',110.5,9' 2.5'',27.0,30.5,12.19,3.3,20.0
2004,12103,Doug,Wrenn,Doug Wrenn,SF-PF,77.75,6' 5.75'',220.0,91.5,7' 7.5'',100.5,8' 4.5'',34.5,41.0,11.38,3.17,15.0
2004,2583,Derrick,Zimmerman,Derrick Zimmerman,PG,73.0,6' 1'',190.0,81.0,6' 9'',96.25,8' .25'',34.0,40.5,11.09,3.1,13.0
2005,2754,Tony,Allen,Tony Allen,SG,75.5,6' 3.5'',214.0,81.0,6' 9'',102.0,8' 6'',31.5,36.5,10.7,3.19,17.0
2005,2772,Trevor,Ariza,Trevor Ariza,SG-SF,79.0,6' 7'',201.0,86.0,7' 2'',107.5,8' 11.5'',29.5,32.0,11.63,3.29,8.0
2005,2857,Andre,Barrett,Andre Barrett,PG,68.75,5' 8.75'',171.0,73.0,6' 1'',92.0,7' 8'',29.0,34.5,10.63,3.08,13.0
2005,101138,Brandon,Bass,Brandon Bass,PF,78.25,6' 6.25'',246.0,86.5,7' 2.5'',106.5,8' 10.5'',31.5,33.0,11.61,3.24,18.0
2005,2740,Andris,Biedrins,Andris Biedrins,C,,,,,,,,,,,,
2005,2800,Tony,Bobbitt,Tony Bobbitt,SG,74.75,6' 2.75'',185.0,79.0,6' 7'',100.0,8' 4'',,,,,1.0
2005,12173,Brian,Boddicker,Brian Boddicker,SF-PF,79.5,6' 7.5'',230.0,82.0,6' 10'',105.5,8' 9.5'',28.0,30.0,10.93,3.25,16.0
2005,12174,Tim,Bowers,Tim Bowers,PG-SG,72.5,6' 0.5'',181.0,81.0,6' 9'',98.0,8' 2'',37.0,43.5,11.24,3.21,13.0
2005,2810,Andre,Brown,Andre Brown,PF-C,80.0,6' 8'',236.0,83.0,6' 11'',107.0,8' 11'',32.0,35.5,11.7,3.22,18.0
2005,2766,Antonio,Burks,Antonio Burks,PG,72.0,6' 0'',191.0,78.5,6' 6.5'',96.5,8' 0.5'',,,,,9.0
2005,2866,Jackie,Butler,Jackie Butler,C,80.0,6' 8'',263.0,85.5,7' 1.5'',109.0,9' 1'',23.0,25.0,13.32,3.4,14.0
2005,12175,Aleksandar,Capin,Aleksandar Capin,PG,72.0,6' 0'',176.0,73.5,6' 1.5'',94.0,7' 10'',23.0,29.0,11.5,3.27,4.0
2005,12176,Ales,Chan,Ales Chan,C,84.0,7' 0'',255.0,87.0,7' 3'',113.0,9' 5'',21.0,29.0,12.9,3.62,2.0
2005,2735,Josh,Childress,Josh Childress,SG-SF,77.75,6' 5.75'',196.0,83.0,6' 11'',105.0,8' 9'',29.0,36.0,11.95,3.38,11.0
2005,200555,TJ,Cummings,TJ Cummings,SF,79.5,6' 7.5'',215.0,81.5,6' 9.5'',106.5,8' 10.5'',27.0,31.0,11.58,3.12,6.0
2005,2845,Erik,Daniels,Erik Daniels,SF-PF,78.25,6' 6.25'',223.0,83.0,6' 11'',106.0,8' 10'',31.0,32.0,11.38,3.19,4.0
2005,2736,Luol,Deng,Luol Deng,SF,79.0,6' 7'',220.0,84.5,7' 0.5'',108.5,9' 0.5'',27.5,31.5,11.46,3.34,5.0
2005,12177,Marcus,Douthit,Marcus Douthit,C-PF,81.5,6' 9.5'',223.0,88.0,7' 4'',111.5,9' 3.5'',25.5,31.5,11.64,3.34,1.0
2005,2768,Chris,Duhon,Chris Duhon,PG,72.0,6' 0'',193.0,78.5,6' 6.5'',98.0,8' 2'',31.5,35.0,10.45,3.14,7.0
2005,2823,John,Edwards,John Edwards,C,83.25,6' 11.25'',264.0,88.5,7' 4.5'',113.0,9' 5'',,,,,15.0
2005,2765,Andre,Emmett,Andre Emmett,SG-SF,75.5,6' 3.5'',216.0,81.0,6' 9'',100.0,8' 4'',,,,,
2005,2824,Desmon,Farmer,Desmon Farmer,SG,76.5,6' 4.5'',214.0,80.5,6' 8.5'',103.0,8' 7'',24.0,31.0,10.89,3.2,12.0
2005,2784,Luis,Flores,Luis Flores,PG-SG,72.5,6' 0.5'',202.0,79.5,6' 7.5'',98.5,8' 2.5'',29.0,32.0,10.97,3.1,15.0
2005,2782,Matt,Freije,Matt Freije,SF-PF,80.25,6' 8.25'',234.0,85.0,7' 1'',108.5,9' 0.5'',29.5,31.0,11.15,3.25,13.0
2005,12178,Chris,Garnett,Chris Garnett,C-PF,80.25,6' 8.25'',260.0,85.0,7' 1'',108.0,9' 0'',27.0,31.5,11.75,3.36,22.0
